task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	21/147368	29831641	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:STAR_GENOMEGENERATE (GCA_905220365.1_ilVanCard2.1_genomic_chroms_masked.fna)	CACHED	0	2022-09-19 12:50:45.372	5m 51s	2m 26s	481.0%	6.6 GB	9.2 GB	5.1 GB	6.6 GB
3	a6/307472	29831644	NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (sample_sheetHDLD.csv)	CACHED	0	2022-09-19 12:50:45.616	3m 21s	1s	24.6%	3.2 MB	13.4 MB	1.5 MB	45 KB
1	aa/5790e9	29831642	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF2BED (vcard.gtf)	CACHED	0	2022-09-19 12:50:45.414	3m 26s	6s	87.8%	96.2 MB	119.2 MB	35.3 MB	1.5 MB
4	88/97625b	29831643	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (GCA_905220365.1_ilVanCard2.1_genomic_chroms_masked.fna)	CACHED	0	2022-09-19 12:50:45.575	3m 26s	5s	77.0%	52.4 MB	64.2 MB	449.9 MB	35.1 MB
5	0e/20e86e	29831640	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (GCA_905220365.1_ilVanCard2.1_genomic_chroms_masked.fna)	CACHED	0	2022-09-19 12:50:45.296	3m 21s	3s	81.1%	2.7 MB	11.8 MB	413.1 MB	6.5 KB
6	ee/dc67f6	29832144	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/GCA_905220365.1_ilVanCard2.1_genomic_chroms_masked.fna)	CACHED	0	2022-09-19 13:41:21.672	9m 5s	10s	93.3%	92.4 MB	132.6 MB	485.5 MB	95.1 MB
45	94/01006b	29831656	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_A_18)	CACHED	0	2022-09-19 12:54:12.793	11m 34s	7m 41s	198.3%	1.5 GB	4.4 GB	5.8 GB	4.3 MB
26	5f/1b7006	29831664	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADM_H_18)	CACHED	0	2022-09-19 12:54:13.305	13m 48s	9m 51s	194.8%	1.5 GB	4.3 GB	7.1 GB	4.3 MB
13	66/0f7e62	29831653	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADF_A_3)	CACHED	0	2022-09-19 12:54:12.633	11m 49s	7m 54s	197.9%	1.5 GB	4.3 GB	6.5 GB	4.3 MB
46	4c/8ac4d2	29831663	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_A_3)	CACHED	0	2022-09-19 12:54:13.244	12m 23s	8m 27s	198.0%	1.5 GB	4.3 GB	5.6 GB	4.3 MB
17	5a/49ca0a	29831659	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADF_H_3)	CACHED	0	2022-09-19 12:54:12.972	14m 29s	10m 35s	197.2%	1.5 GB	4.3 GB	7.3 GB	4.3 MB
8	ba/7160f4	29831652	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADF_A_1)	CACHED	0	2022-09-19 12:54:12.581	13m 4s	9m 8s	199.2%	1.5 GB	4.4 GB	6.8 GB	4.3 MB
27	48/4281af	29831654	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADM_A_1)	CACHED	0	2022-09-19 12:54:12.682	12m 59s	9m 6s	197.7%	1.5 GB	4.3 GB	6.7 GB	4.3 MB
30	16/75457b	29831668	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_A_1)	CACHED	0	2022-09-19 12:54:13.514	8m 53s	4m 57s	199.4%	1.4 GB	4.3 GB	3.9 GB	4.3 MB
38	bb/d66bf3	29831667	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_H_18)	CACHED	0	2022-09-19 12:54:13.465	11m 13s	7m 18s	198.0%	1.5 GB	4.3 GB	6 GB	4.3 MB
47	9a/840050	29831669	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_A_4)	CACHED	0	2022-09-19 12:54:13.567	11m 33s	7m 39s	198.2%	1.4 GB	4.3 GB	5.1 GB	4.3 MB
23	5e/37a6a5	29831665	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADM_A_18)	CACHED	0	2022-09-19 12:54:13.361	14m 58s	11m 3s	197.6%	1.5 GB	4.3 GB	9.2 GB	4.3 MB
25	c1/a4531f	29831649	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADM_H_1)	CACHED	0	2022-09-19 12:54:12.371	14m 14s	10m 16s	201.4%	1.3 GB	4.3 GB	7.1 GB	4.4 MB
32	cf/cfaad2	29831666	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_A_3)	CACHED	0	2022-09-19 12:54:13.414	9m 3s	5m 9s	198.6%	1.5 GB	4.3 GB	3.9 GB	4.3 MB
22	81/e7f856	29831651	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADF_H_18)	CACHED	0	2022-09-19 12:54:12.524	12m 24s	8m 29s	195.0%	1.5 GB	4.3 GB	6.6 GB	4.3 MB
41	3d/d624ee	29831662	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_H_4)	CACHED	0	2022-09-19 12:54:13.187	10m 58s	7m 5s	190.6%	1.4 GB	4.3 GB	4.4 GB	4.3 MB
16	dc/d91f54	29831660	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADF_H_1)	CACHED	0	2022-09-19 12:54:13.023	14m 49s	10m 52s	197.7%	1.3 GB	4.3 GB	7.4 GB	4.3 MB
10	d8/d9891e	29831658	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADF_A_18)	CACHED	0	2022-09-19 12:54:12.911	14m 49s	10m 54s	198.4%	1.4 GB	4.3 GB	7.5 GB	4.3 MB
34	57/712cd9	29831655	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_A_4)	CACHED	0	2022-09-19 12:54:12.744	13m 39s	9m 43s	199.7%	1.3 GB	4.3 GB	6.4 GB	4.3 MB
