task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	17/7339dd	29743629	NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (sample_sheet.csv)	COMPLETED	0	2022-09-12 15:52:28.391	19m 21s	2s	18.8%	8.7 MB	17.3 MB	1.5 MB	52.2 KB
3	fe/e2e3b4	29743627	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (GCA_905220365.1_ilVanCard2.1_genomic_chroms_masked.fna)	COMPLETED	0	2022-09-12 15:52:28.093	24m 52s	2s	81.0%	2.7 MB	11.8 MB	413.1 MB	6.5 KB
1	38/12e32f	29743628	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GFFREAD (genes.gff)	COMPLETED	0	2022-09-12 15:52:28.331	24m 51s	1s	82.1%	32.4 MB	50 MB	20.8 MB	15.9 MB
7	96/0cf55f	29743735	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (AL_ADF_A_19)	COMPLETED	0	2022-09-12 16:11:51.046	39m 29s	6m 37s	196.7%	1.5 GB	4.4 GB	5.4 GB	4.3 MB
4	38/4a7263	29743734	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (AL_ADF_A_11)	COMPLETED	0	2022-09-12 16:11:50.747	39m 34s	6m 43s	197.7%	1.5 GB	4.3 GB	5.2 GB	4.3 MB
9	37/415609	29743737	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (AL_ADF_A_7)	COMPLETED	0	2022-09-12 16:11:51.960	45m 8s	6m 52s	197.1%	1.4 GB	4.3 GB	4.8 GB	4.3 MB
8	ab/e32df4	29743736	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (AL_ADF_A_3)	COMPLETED	0	2022-09-12 16:11:51.775	45m 28s	7m 9s	197.2%	1.5 GB	4.3 GB	5.8 GB	4.3 MB
11	84/75f8ad	29743740	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (AL_ADF_H_11)	COMPLETED	0	2022-09-12 16:11:52.946	51m 22s	7m 32s	196.2%	1.5 GB	4.3 GB	5.5 GB	4.3 MB
10	18/62dafb	29743741	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (AL_ADF_A_9)	COMPLETED	0	2022-09-12 16:11:53.145	53m 2s	9m 11s	197.7%	1.5 GB	4.4 GB	6.9 GB	4.3 MB
14	64/e6bbf9	29743744	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (AL_ADF_H_3)	COMPLETED	0	2022-09-12 16:11:54.246	1h 2m 11s	7m 20s	197.1%	1.5 GB	4.3 GB	5.5 GB	4.3 MB
15	d7/76ac8b	29743745	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (AL_ADF_H_7)	COMPLETED	0	2022-09-12 16:11:54.845	2h 13m 50s	7m 33s	193.6%	1.5 GB	4.3 GB	5.5 GB	4.3 MB
18	38/5523fe	29743748	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (AL_ADF_H_9)	COMPLETED	0	2022-09-12 16:11:55.787	2h 14m 9s	7m 51s	198.8%	1.4 GB	4.4 GB	5.8 GB	4.3 MB
23	a4/b47bed	29743754	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADF_A_3)	COMPLETED	0	2022-09-12 16:11:56.272	2h 49m 29s	9m 24s	198.5%	1.4 GB	4.3 GB	6.5 GB	4.3 MB
19	21/fa846f	29743749	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADF_A_1)	COMPLETED	0	2022-09-12 16:11:55.860	2h 49m 54s	9m 52s	196.6%	1.3 GB	4.3 GB	6.8 GB	4.3 MB
22	2c/84bf9e	29743752	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADF_A_18)	COMPLETED	0	2022-09-12 16:11:56.135	2h 50m 54s	10m 51s	197.6%	1.3 GB	4.3 GB	7.5 GB	4.3 MB
43	d3/ad8d6e	29743773	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_A_3)	COMPLETED	0	2022-09-12 16:11:59.028	2h 51m 6s	5m 41s	197.4%	1.5 GB	4.3 GB	3.9 GB	4.3 MB
26	4c/f01e0f	29743756	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADF_H_1)	COMPLETED	0	2022-09-12 16:11:56.858	2h 51m 28s	11m 24s	197.4%	1.3 GB	4.3 GB	7.4 GB	4.3 MB
40	14/3f3186	29743770	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_A_1)	COMPLETED	0	2022-09-12 16:11:58.879	2h 51m 26s	6m 4s	197.4%	1.5 GB	4.4 GB	3.9 GB	4.3 MB
53	b1/b9f265	29743786	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_H_4)	COMPLETED	0	2022-09-12 16:12:00.972	2h 52m 9s	6m 42s	198.2%	1.5 GB	4.3 GB	4.4 GB	4.3 MB
55	81/849e1c	29743784	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_A_1)	COMPLETED	0	2022-09-12 16:12:00.886	2h 54m 4s	8m 38s	196.5%	1.5 GB	4.3 GB	5.9 GB	4.3 MB
48	9c/9aa921	29743777	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_H_18)	COMPLETED	0	2022-09-12 16:11:59.261	2h 54m 26s	9m	197.9%	1.5 GB	4.3 GB	6 GB	4.3 MB
51	5d/7d6cd2	29743781	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_H_3)	COMPLETED	0	2022-09-12 16:11:59.973	2h 54m 35s	9m 10s	198.5%	1.4 GB	4.3 GB	6 GB	4.3 MB
44	f4/3007fb	29743774	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_A_4)	COMPLETED	0	2022-09-12 16:11:59.110	2h 54m 56s	9m 31s	198.8%	1.4 GB	4.3 GB	6.4 GB	4.3 MB
28	8f/a0a813	29743758	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADF_H_18)	COMPLETED	0	2022-09-12 16:11:56.962	2h 55m 8s	9m 44s	196.7%	1.3 GB	4.3 GB	6.6 GB	4.3 MB
32	7a/b034a8	29743761	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADM_A_1)	COMPLETED	0	2022-09-12 16:11:57.145	2h 55m 13s	9m 46s	197.9%	1.4 GB	4.3 GB	6.7 GB	4.3 MB
39	53/2350a6	29743769	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADM_H_18)	COMPLETED	0	2022-09-12 16:11:58.849	2h 55m 36s	10m 9s	197.6%	1.3 GB	4.3 GB	7.1 GB	4.3 MB
72	be/90247e	29743801	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PMA_A_1)	COMPLETED	0	2022-09-12 16:12:02.877	2h 55m 37s	4m 42s	199.4%	1.4 GB	4.3 GB	3 GB	4.5 MB
36	b2/d957a8	29743766	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADM_H_1)	COMPLETED	0	2022-09-12 16:11:58.106	2h 55m 47s	10m 23s	197.9%	1.4 GB	4.3 GB	7.1 GB	4.4 MB
47	b4/f8afdb	29743779	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_H_1)	COMPLETED	0	2022-09-12 16:11:59.855	2h 55m 45s	10m 19s	197.5%	1.3 GB	4.3 GB	6.7 GB	4.2 MB
30	76/59240b	29743762	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADF_H_3)	COMPLETED	0	2022-09-12 16:11:57.827	2h 55m 52s	10m 25s	197.1%	1.5 GB	4.3 GB	7.3 GB	4.3 MB
66	f7/c3acf8	29743797	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_H_18)	COMPLETED	0	2022-09-12 16:12:02.262	2h 58m 8s	7m 14s	196.7%	1.4 GB	4.3 GB	4.7 GB	4.3 MB
